Longitud,Latitud,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septimbre,Octubre,Noviembre,Diciembre Media,Desviación
-165.250,-85.750,-24.4º,-33.9º,-45.4º,-49.5º,-50.5º,-50.6º,-53.6º,-53.9º,-53.3º,-44.7º,-33.5º,-24.3º,-43.2º,-0.10
-165.250,-86.250,-20.2º,-30.3º,-42.2º,-46.2º,-46.9º,-47.1º,-49.8º,-50.0º,-49.6º,-41.0º,-29.7º,-20.2º,-39.6º,-0.20
-165.250,-86.750,-23.4º,-34.1º,-46.3º,-50.1º,-50.7º,-51.0º,-53.4º,-53.5º,-53.1º,-44.7º,-33.1º,-23.3º,-43.2º,-0.10
-165.250,-87.250,-26.2º,-37.5º,-50.1º,-53.6º,-54.1º,-54.5º,-56.6º,-56.6º,-56.4º,-47.9º,-36.1º,-26.2º,-46.4º,-0.10
-165.250,-87.750,-27.8º,-39.5º,-52.4º,-55.9º,-56.3º,-56.7º,-58.6º,-58.7º,-58.4º,-50.0º,-37.9º,-27.8º,-48.4º,-0.10
-165.250,-88.250,-29.1º,-41.1º,-54.3º,-57.6º,-57.9º,-58.4º,-60.1º,-60.2º,-59.9º,-51.5º,-39.3º,-29.1º,-50.0º,-0.10
-165.250,-88.750,-28.7º,-40.9º,-54.2º,-57.6º,-57.9º,-58.3º,-59.9º,-59.9º,-59.8º,-51.2º,-39.0º,-28.7º,-49.8º,-0.10
-165.250,-89.250,-28.1º,-40.5º,-53.9º,-57.3º,-57.4º,-58.0º,-59.4º,-59.4º,-59.3º,-50.9º,-38.5º,-28.1º,-49.3º,-0.10
-165.250,-89.750,-27.7º,-40.2º,-53.6º,-57.0º,-57.2º,-57.7º,-59.1º,-59.1º,-59.0º,-50.5º,-38.1º,-27.7º,-49.0º,-0.10
-164.750,68.750,-21.1º,-21.9º,-18.9º,-12.7º,-1.7º,5.6º,10.0º,9.0º,3.8º,-5.4º,-13.7º,-19.8º,-7.1º,0.10
-164.750,68.250,-21.1º,-22.0º,-19.0º,-12.7º,-2.0º,5.4º,9.8º,8.8º,3.6º,-5.4º,-13.7º,-19.5º,-7.2º,0.10
-164.750,66.250,-19.8º,-20.5º,-17.5º,-11.3º,-1.2º,6.1º,10.4º,9.7º,5.1º,-3.2º,-11.1º,-16.9º,-5.8º,0.10
-164.750,65.750,-20.5º,-20.8º,-18.1º,-11.5º,-1.9º,5.5º,9.1º,8.4º,3.7º,-4.3º,-12.0º,-17.7º,-7.6º,-0.90
-164.750,65.250,-17.4º,-17.6º,-15.1º,-8.0º,1.0º,8.2º,11.1º,10.3º,5.6º,-2.4º,-9.6º,-15.2º,-4.0º,0.10
-164.750,64.750,-16.2º,-16.8º,-14.3º,-7.7º,1.4º,8.0º,10.5º,9.6º,5.0º,-2.9º,-9.8º,-14.9º,-4.0º,0.00
-164.750,62.750,-15.1º,-15.2º,-10.4º,-7.3º,2.5º,8.4º,11.1º,10.6º,6.4º,-0.4º,-7.3º,-11.0º,-2.2º,0.10
-164.750,62.250,-14.1º,-14.6º,-10.6º,-6.1º,3.1º,9.0º,11.6º,10.8º,6.6º,-0.5º,-6.9º,-11.6º,-1.9º,0.00
-164.750,61.750,-12.6º,-13.3º,-9.7º,-4.9º,3.5º,8.9º,11.6º,10.8º,7.0º,0.0º,-5.9º,-10.9º,-1.2º,0.10
-164.750,61.250,-11.5º,-12.1º,-8.5º,-4.3º,3.0º,8.1º,11.0º,10.6º,7.3º,0.5º,-4.7º,-9.7º,-0.8º,0.10
-164.750,60.750,-11.6º,-12.0º,-8.8º,-5.0º,1.7º,6.3º,9.4º,9.3º,6.5º,0.2º,-4.7º,-9.6º,-1.5º,0.00
-164.750,-83.750,-5.8º,-13.3º,-23.5º,-28.4º,-30.1º,-29.6º,-33.9º,-34.2º,-33.3º,-24.6º,-14.1º,-5.7º,-23.1º,-0.10
-164.750,-85.250,-15.5º,-24.4º,-35.5º,-39.8º,-40.9º,-40.9º,-44.2º,-44.6º,-43.9º,-35.4º,-24.4º,-15.5º,-33.8º,0.00
-164.750,-85.750,-22.3º,-31.8º,-43.3º,-47.4º,-48.4º,-48.5º,-51.5º,-51.8º,-51.2º,-42.6º,-31.4º,-22.2º,-41.1º,-0.10
-164.750,-86.250,-19.9º,-30.1º,-42.1º,-46.0º,-46.7º,-46.9º,-49.6º,-49.8º,-49.4º,-40.8º,-29.5º,-19.9º,-39.4º,-0.20
-164.750,-86.750,-23.3º,-34.1º,-46.2º,-50.0º,-50.7º,-50.9º,-53.3º,-53.4º,-53.1º,-44.6º,-33.0º,-23.2º,-43.1º,-0.10
-164.750,-87.250,-26.1º,-37.3º,-49.9º,-53.5º,-54.0º,-54.4º,-56.5º,-56.5º,-56.3º,-47.8º,-36.0º,-26.1º,-46.3º,-0.10
-164.750,-87.750,-27.8º,-39.5º,-52.4º,-55.9º,-56.3º,-56.7º,-58.5º,-58.6º,-58.3º,-49.8º,-37.9º,-27.8º,-48.4º,-0.10
-164.750,-88.250,-29.1º,-41.1º,-54.3º,-57.6º,-57.9º,-58.4º,-60.1º,-60.2º,-59.9º,-51.5º,-39.3º,-29.1º,-49.9º,0.00
-164.750,-88.750,-28.7º,-40.9º,-54.2º,-57.6º,-57.8º,-58.3º,-59.9º,-59.9º,-59.8º,-51.2º,-39.0º,-28.7º,-49.8º,-0.10
-164.750,-89.250,-28.1º,-40.5º,-53.9º,-57.3º,-57.4º,-58.0º,-59.4º,-59.4º,-59.3º,-50.8º,-38.5º,-28.1º,-49.3º,-0.10
-164.750,-89.750,-27.7º,-40.2º,-53.6º,-57.0º,-57.2º,-57.7º,-59.1º,-59.1º,-59.0º,-50.5º,-38.1º,-27.7º,-49.0º,-0.10
-164.250,68.750,-21.2º,-21.9º,-18.9º,-12.5º,-1.4º,5.9º,10.3º,9.3º,3.9º,-5.6º,-14.0º,-20.0º,-7.1º,0.10
-164.250,68.250,-21.0º,-21.9º,-18.9º,-12.6º,-1.6º,5.8º,10.2º,9.2º,3.8º,-5.6º,-14.0º,-19.8º,-7.1º,0.10
-164.250,67.750,-19.7º,-20.7º,-17.7º,-11.4º,-0.6º,6.8º,11.3º,10.3º,4.9º,-4.3º,-12.6º,-18.3º,-6.0º,0.00
-164.250,66.250,-19.7º,-20.3º,-17.2º,-11.2º,-0.5º,6.8º,11.0º,10.1º,5.1º,-3.5º,-11.7º,-17.3º,-5.6º,0.10
-164.250,65.750,-21.1º,-21.3º,-18.3º,-12.0º,-1.8º,5.6º,9.2º,8.3º,3.3º,-5.2º,-13.0º,-18.5º,-7.0º,0.10
-164.250,65.250,-19.5º,-19.5º,-16.7º,-9.9º,-0.5º,6.8º,9.5º,8.6º,3.6º,-4.7º,-12.1º,-17.3º,-5.9º,0.10
-164.250,64.750,-16.4º,-16.5º,-13.7º,-6.7º,2.2º,9.2º,11.4º,10.3º,5.3º,-2.9º,-10.0º,-14.8º,-3.5º,0.00
-164.250,62.750,-17.7º,-17.0º,-11.0º,-8.5º,2.0º,9.0º,11.4º,10.9º,6.1º,-1.4º,-8.8º,-13.3º,-3.1º,0.10
-164.250,62.250,-14.9º,-14.9º,-11.2º,-6.1º,3.5º,9.5º,12.0º,10.9º,6.5º,-1.0º,-7.5º,-13.0º,-2.1º,0.10
-164.250,61.750,-13.8º,-14.2º,-10.2º,-5.1º,3.9º,9.6º,12.1º,11.1º,7.0º,-0.6º,-6.8º,-12.4º,-1.5º,0.10
-164.250,61.250,-12.9º,-13.2º,-9.0º,-4.5º,3.5º,8.9º,11.5º,11.0º,7.2º,0.0º,-5.8º,-11.0º,-1.1º,0.10
-164.250,60.750,-11.6º,-11.6º,-8.1º,-3.9º,3.3º,8.2º,11.1º,10.7º,7.5º,0.8º,-4.6º,-9.6º,-0.6º,0.10
